"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"8693","XLOC_008693","XLOC_008693","Ccdc14","11:69281475-69316848","ZL","ZDF","OK",1.39383,2.37214,0.767134,1.52188,0.03265,0.308414,"no"
"8710","XLOC_008710","XLOC_008710","Tfrc","11:71397382-71419228","ZL","ZDF","OK",14.6252,7.77751,-0.911076,-1.78101,0.0114,0.181846,"no"
"8716","XLOC_008716","XLOC_008716","Ubxn7","11:71625908-71695021","ZL","ZDF","OK",3.50164,5.9971,0.776236,1.64983,0.01895,0.238979,"no"
"8719","XLOC_008719","XLOC_008719","Smco1","11:71754901-71757801","ZL","ZDF","OK",2.40208,0.834748,-1.52487,-2.01123,0.00945,0.162663,"no"
"8731","XLOC_008731","XLOC_008731","Bdh1","11:72577437-72614888","ZL","ZDF","OK",47.1438,8.72288,-2.43419,-4.76474,5e-05,0.00520877,"yes"
"8743","XLOC_008743","XLOC_008743","Opa1","11:74717593-74793897","ZL","ZDF","OK",34.9555,14.4024,-1.2792,-2.20963,0.0038,0.0938515,"no"
"8745","XLOC_008745","XLOC_008745","Hrasls","11:75125947-75146021","ZL","ZDF","OK",5.91299,2.49429,-1.24526,-2.53474,0.00055,0.0292018,"yes"
"8787","XLOC_008787","XLOC_008787","Chrd","11:83858482-83867203","ZL","ZDF","OK",2.67098,5.32776,0.996157,1.93659,0.00605,0.123938,"no"
"8790","XLOC_008790","XLOC_008790","Eif4g1","11:83907700-83927681","ZL","ZDF","OK",24.8989,11.2465,-1.14661,-2.13713,0.00245,0.0719966,"no"
"8793","XLOC_008793","XLOC_008793","Ece2","11:83948229-83964055","ZL","ZDF","OK",0.728406,0.386955,-0.912576,-1.41332,0.0492,0.37198,"no"
"8812","XLOC_008812","XLOC_008812","Ufd1l","11:86304814-86328469","ZL","ZDF","OK",35.0185,22.2113,-0.656824,-1.38838,0.0492,0.37198,"no"
"8813","XLOC_008813","XLOC_008813","Cldn5","11:86328805-86358453","ZL","ZDF","OK",28.0532,68.9656,1.29771,2.5587,3e-04,0.019395,"yes"
"8843","XLOC_008843","XLOC_008843","Ydjc","11:88090920-88093516","ZL","ZDF","OK",3.03113,1.59256,-0.928508,-1.48616,0.03705,0.325108,"no"
"9199","XLOC_009199","XLOC_009199","Timm44","12:2517005-2533877","ZL","ZDF","OK",57.6995,30.8361,-0.903939,-1.65466,0.02125,0.253443,"no"
"9222","XLOC_009222","XLOC_009222","AABR07035107.1","12:4719073-4744835","ZL","ZDF","OK",10.239,23.709,1.21136,1.82888,0.00875,0.154114,"no"
"9290","XLOC_009290","XLOC_009290","Fbxl18","12:13728371-13747215","ZL","ZDF","OK",0.544682,0.261326,-1.05956,-1.55693,0.0309,0.302899,"no"
"9293","XLOC_009293","XLOC_009293","Radil","12:14092540-14156756","ZL","ZDF","OK",2.03669,3.70111,0.861731,1.50458,0.0355,0.319675,"no"
"9308","XLOC_009308","XLOC_009308","Ftsj2","12:16391577-16406548","ZL","ZDF","OK",4.03612,1.82105,-1.1482,-1.91143,0.00665,0.132164,"no"
"9324","XLOC_009324","XLOC_009324","Prkar1b","12:17614631-17713554","ZL","ZDF","OK",2.75128,1.15908,-1.24712,-1.92669,0.0087,0.153726,"no"
"9354","XLOC_009354","XLOC_009354","LOC681182","12:20882343-20890965","ZL","ZDF","OK",0.101708,0.359641,1.82213,1.80323,0.0212,0.253443,"no"
"9363","XLOC_009363","XLOC_009363","Agfg2","12:22082028-22118535","ZL","ZDF","OK",9.05247,4.29745,-1.07483,-2.26986,0.0015,0.0558839,"no"
"9366","XLOC_009366","XLOC_009366","Pcolce","12:22153982-22160337","ZL","ZDF","OK",28.6716,16.6693,-0.782433,-1.69576,0.0181,0.232257,"no"
"9393","XLOC_009393","XLOC_009393","Cux1","12:23151065-23447084","ZL","ZDF","OK",5.60087,2.49344,-1.16751,-2.40115,0.00085,0.039006,"yes"
"9399","XLOC_009399","XLOC_009399","AABR07035819.1","12:23596980-23624340","ZL","ZDF","OK",2.17425,77.2974,5.15183,0.172674,0.04485,0.355389,"no"
"9402","XLOC_009402","XLOC_009402","Ywhag","12:23789637-23817883","ZL","ZDF","OK",72.8322,39.5192,-0.882023,-1.40401,0.0431,0.349458,"no"
"9407","XLOC_009407","XLOC_009407","Ccl24","12:24148566-24152625","ZL","ZDF","OK",4.50763,2.04442,-1.14067,-2.06365,0.00415,0.0993759,"no"
"9431","XLOC_009431","XLOC_009431","Wbscr16","12:25561776-25592343","ZL","ZDF","OK",13.6705,8.17501,-0.741777,-1.51775,0.03065,0.302116,"no"
"9444","XLOC_009444","XLOC_009444","Wbscr17","12:29266601-29270317","ZL","ZDF","OK",2.34949,1.05674,-1.15272,-0.913372,0.04935,0.37198,"no"
"9452","XLOC_009452","XLOC_009452","Phkg1","12:30450309-30491102","ZL","ZDF","OK",9.75372,4.03362,-1.27388,-1.74794,0.0196,0.243476,"no"
"9498","XLOC_009498","XLOC_009498","Zcchc8","12:38303623-38327174","ZL","ZDF","OK",5.73787,9.5128,0.729354,1.51472,0.03375,0.314081,"no"
"9499","XLOC_009499","XLOC_009499","Clip1","12:38345453-38452654","ZL","ZDF","OK",13.9411,25.7108,0.883028,1.61932,0.02275,0.262503,"no"
"9501","XLOC_009501","XLOC_009501","Diablo","12:38490229-38503330","ZL","ZDF","OK",25.4505,13.5125,-0.913398,-1.92486,0.00605,0.123938,"no"
"9505","XLOC_009505","XLOC_009505","AABR07036331.2","12:38870200-38879161","ZL","ZDF","OK",3.81274,6.08367,0.674112,1.17512,0.0389,0.332579,"no"
"9512","XLOC_009512","XLOC_009512","Ift81","12:39420156-39518142","ZL","ZDF","OK",10.5092,6.02505,-0.802605,-1.6856,0.01715,0.226683,"no"
"9536","XLOC_009536","XLOC_009536","Oas1a","12:41200717-41211909","ZL","ZDF","OK",3.44739,35.4853,3.36364,6.26932,5e-05,0.00520877,"yes"
"9539","XLOC_009539","XLOC_009539","Oas2","12:41340814-41363161","ZL","ZDF","OK",0.723444,0.312539,-1.21084,-1.56541,0.03245,0.308322,"no"
"9563","XLOC_009563","XLOC_009563","Pebp1","12:45026885-45031145","ZL","ZDF","OK",449.696,227.969,-0.980113,-1.33466,0.04795,0.367116,"no"
"9567","XLOC_009567","XLOC_009567","Srrm4","12:45727111-45886107","ZL","ZDF","OK",2.37237,0.966024,-1.2962,-2.28168,0.0024,0.0711935,"no"
"9568","XLOC_009568","XLOC_009568","Hspb8","12:45905370-45920013","ZL","ZDF","OK",196.536,93.266,-1.07537,-1.59265,0.02845,0.291543,"no"
"9586","XLOC_009586","XLOC_009586","Cabp1","12:47179663-47209854","ZL","ZDF","OK",6.78986,16.9555,1.3203,1.55418,0.02315,0.26448,"no"
"9592","XLOC_009592","XLOC_009592","Git2","12:47590142-47633228","ZL","ZDF","OK",19.7712,34.9886,0.823483,1.57801,0.0264,0.28088,"no"
"9594","XLOC_009594","XLOC_009594","Trpv4","12:47698946-47737902","ZL","ZDF","OK",1.15292,3.17717,1.46245,2.7887,0.00015,0.0121666,"yes"
"9596","XLOC_009596","XLOC_009596","Mmab","12:47920742-47935525","ZL","ZDF","OK",7.24225,2.52281,-1.52141,-3.06632,1e-04,0.00897184,"yes"
"9597","XLOC_009597","XLOC_009597","Kctd10","12:47992090-48010733","ZL","ZDF","OK",22.7005,37.6448,0.729725,1.45325,0.0428,0.34844,"no"
"9615","XLOC_009615","XLOC_009615","Myo18b","12:49761049-49979881","ZL","ZDF","OK",15.0691,5.2238,-1.52842,-2.76641,1e-04,0.00897184,"yes"
"9636","XLOC_009636","XLOC_009636","Pxmp2","12:52452272-52462685","ZL","ZDF","OK",80.8017,43.105,-0.906529,-1.72087,0.01485,0.211137,"no"
"9661","XLOC_009661","XLOC_009661","Fcer2","12:2233777-2245360","ZL","ZDF","OK",2.2322,0.742059,-1.58886,-2.46891,0.00145,0.0545761,"no"
"9681","XLOC_009681","XLOC_009681","AABR07035074.1","12:3922437-3924415","ZL","ZDF","OK",0.881116,0.333651,-1.40099,-1.71386,0.0178,0.230425,"no"
"9704","XLOC_009704","XLOC_009704","Mtus2","12:8111651-8418966","ZL","ZDF","OK",13.4501,8.33205,-0.690873,-1.39177,0.049,0.371019,"no"
"9707","XLOC_009707","XLOC_009707","Pan3","12:9214113-9331195","ZL","ZDF","OK",12.7964,26.2517,1.03668,1.83664,0.01015,0.169534,"no"
"9744","XLOC_009744","XLOC_009744","Lmtk2","12:12409875-12546183","ZL","ZDF","OK",3.87234,2.44543,-0.663116,-1.36568,0.0437,0.351599,"no"
"9751","XLOC_009751","XLOC_009751","Fam220a","12:13043040-13067043","ZL","ZDF","OK",10.4848,5.26685,-0.993286,-2.04375,0.00325,0.0850455,"no"
"9792","XLOC_009792","XLOC_009792","Fam20c","12:17913648-17972758","ZL","ZDF","OK",11.1723,6.06883,-0.880434,-1.88672,0.00665,0.132164,"no"
"9822","XLOC_009822","XLOC_009822","LOC680910","12:20480093-20486276","ZL","ZDF","OK",1.06972,2.42956,1.18346,1.64847,0.02525,0.274763,"no"
"9853","XLOC_009853","XLOC_009853","Cldn15","12:22738194-22748860","ZL","ZDF","OK",1.39648,2.98316,1.09505,1.92222,0.0074,0.140466,"no"
"9860","XLOC_009860","XLOC_009860","Rasa4","12:23596980-23624340","ZL","ZDF","OK",16.7623,39.5828,1.23965,1.90059,0.01005,0.168376,"no"
"9871","XLOC_009871","XLOC_009871","Rhbdd2","12:24087765-24102152","ZL","ZDF","OK",12.9175,6.35179,-1.02409,-1.65823,0.0182,0.23286,"no"
"9879","XLOC_009879","XLOC_009879","Dnajc30","12:24666517-24680835","ZL","ZDF","OK",13.2526,6.16111,-1.10501,-1.5427,0.0319,0.306466,"no"
"9881","XLOC_009881","XLOC_009881","Abhd11","12:24719636-24725162","ZL","ZDF","OK",19.3657,11.6456,-0.733716,-1.4333,0.03995,0.335809,"no"
"9883","XLOC_009883","XLOC_009883","Wbscr27","12:24766981-24776240","ZL","ZDF","OK",11.312,4.28873,-1.39923,-2.51025,0.00045,0.0253627,"yes"
"9884","XLOC_009884","XLOC_009884","Metazoa_SRP","12:24796271-24796570","ZL","ZDF","OK",7.93987,0.935395,-3.08547,-4.13968,0.03795,0.328159,"no"
"9885","XLOC_009885","XLOC_009885","Wbscr28","12:24803685-24809844","ZL","ZDF","OK",0.384711,1.8157,2.23868,2.69922,0.00205,0.0679654,"no"
"9889","XLOC_009889","XLOC_009889","Gatsl2","12:25599132-25638797","ZL","ZDF","OK",2.28099,1.2339,-0.886435,-1.66316,0.01945,0.242915,"no"
"9908","XLOC_009908","XLOC_009908","Cct6a","12:30491585-30501813","ZL","ZDF","OK",32.3299,20.0023,-0.692703,-1.42204,0.03875,0.331942,"no"
"9911","XLOC_009911","XLOC_009911","Gbas","12:30533171-30566071","ZL","ZDF","OK",193.158,89.6454,-1.10748,-1.55372,0.02835,0.291333,"no"
"9917","XLOC_009917","XLOC_009917","Adgrd1","12:31134802-31249512","ZL","ZDF","OK",2.19032,4.35021,0.989939,1.91674,0.00675,0.133188,"no"
"9918","XLOC_009918","XLOC_009918","Ran","12:31319469-31323810","ZL","ZDF","OK",93.5996,55.3843,-0.757024,-1.42234,0.04635,0.361668,"no"
"9949","XLOC_009949","XLOC_009949","Ccdc62","12:38057528-38093069","ZL","ZDF","OK",5.16015,10.6801,1.04944,2.12434,0.00305,0.0825953,"no"
"9958","XLOC_009958","XLOC_009958","Bcl7a","12:38659294-38691217","ZL","ZDF","OK",5.59911,3.2172,-0.799392,-1.47721,0.03625,0.322364,"no"
"9975","XLOC_009975","XLOC_009975","Pptc7","12:39699180-39769730","ZL","ZDF","OK",31.9173,17.7063,-0.850073,-1.42423,0.043,0.349163,"no"
"9982","XLOC_009982","XLOC_009982","Brap","12:40383576-40417746","ZL","ZDF","OK",6.09678,3.64663,-0.741485,-1.47175,0.037,0.325059,"no"
"9992","XLOC_009992","XLOC_009992","Oas1k","12:41227824-41307393","ZL","ZDF","OK",4.57575,57.2795,3.64594,6.67445,5e-05,0.00520877,"yes"
"10006","XLOC_010006","XLOC_010006","Tbx3","12:42479644-42493657","ZL","ZDF","OK",2.50047,5.82257,1.21946,2.47957,0.00055,0.0292018,"yes"
"10021","XLOC_010021","XLOC_010021","Wsb2","12:44931488-44962656","ZL","ZDF","OK",59.4328,26.2593,-1.17843,-1.97723,0.0059,0.122694,"no"
"10035","XLOC_010035","XLOC_010035","Pxn","12:46797950-46845080","ZL","ZDF","OK",26.9283,56.1769,1.06085,1.83644,0.0101,0.168956,"no"
"10046","XLOC_010046","XLOC_010046","Cabp1","12:47179663-47209854","ZL","ZDF","OK",0.834905,2.24342,1.42602,1.60578,0.02695,0.283983,"no"
"10057","XLOC_010057","XLOC_010057","Mvk","12:47902571-47920481","ZL","ZDF","OK",6.13935,3.22116,-0.930507,-1.52646,0.0331,0.310928,"no"
"10062","XLOC_010062","XLOC_010062","Ung","12:48246568-48254822","ZL","ZDF","OK",5.58974,2.54122,-1.13726,-2.22469,0.002,0.0673231,"no"
"10078","XLOC_010078","XLOC_010078","Mn1","12:51211908-51250782","ZL","ZDF","OK",6.97731,4.41558,-0.66007,-1.39779,0.0455,0.358729,"no"
"10090","XLOC_010090","XLOC_010090","Pole","12:52403528-52452040","ZL","ZDF","OK",0.682656,0.258851,-1.39904,-2.3373,0.00165,0.0590695,"no"
"10095","XLOC_010095","XLOC_010095","AABR07036649.2,Zfp605","12:52606559-52676608","ZL","ZDF","OK",24.4755,7.31467,-1.74247,-7.95107,0.0318,0.30604,"no"
"10391","XLOC_010391","XLOC_010391","Cdh20","13:24630801-24914495","ZL","ZDF","OK",2.33231,0.905481,-1.36501,-2.42225,0.00075,0.0360739,"yes"
"10402","XLOC_010402","XLOC_010402","Serpinb7","13:27282495-27354224","ZL","ZDF","OK",0.517166,0.140085,-1.88432,-1.41902,0.04375,0.351873,"no"
"10413","XLOC_010413","XLOC_010413","Clasp1","13:34365133-34584359","ZL","ZDF","OK",8.01058,4.14447,-0.950719,-2.0206,0.00535,0.11518,"no"
"10418","XLOC_010418","XLOC_010418","Sctr","13:36039255-36090760","ZL","ZDF","OK",7.34287,0.302011,-4.60367,-6.00335,5e-05,0.00520877,"yes"
"10457","XLOC_010457","XLOC_010457","Faim3","13:47602691-47623849","ZL","ZDF","OK",7.65304,4.329,-0.822001,-1.63892,0.01855,0.235829,"no"
"10467","XLOC_010467","XLOC_010467","Slc41a1","13:48607307-48627999","ZL","ZDF","OK",20.6295,10.6153,-0.958562,-1.92514,0.0085,0.151778,"no"
"10469","XLOC_010469","XLOC_010469","Nucks1","13:48679713-48709807","ZL","ZDF","OK",17.189,9.60732,-0.839279,-1.35056,0.02175,0.256347,"no"
"10476","XLOC_010476","XLOC_010476","Nuak2","13:49092305-49109057","ZL","ZDF","OK",1.62522,3.17908,0.967977,1.87386,0.0084,0.151345,"no"
"10492","XLOC_010492","XLOC_010492","Fmod","13:50873604-50885563","ZL","ZDF","OK",1.48334,4.80572,1.6959,3.33258,5e-05,0.00520877,"yes"
"10497","XLOC_010497","XLOC_010497","Ppfia4","13:51134524-51183269","ZL","ZDF","OK",4.2063,0.900459,-2.22382,-2.27152,0.0074,0.140466,"no"
"10499","XLOC_010499","XLOC_010499","Cyb5r1","13:51229889-51236463","ZL","ZDF","OK",16.7898,10.4167,-0.688685,-1.48777,0.03595,0.321357,"no"
"10510","XLOC_010510","XLOC_010510","Lmod1","13:52147554-52190228","ZL","ZDF","OK",1.4199,3.00844,1.08323,2.1975,0.00275,0.0773979,"no"
"10517","XLOC_010517","XLOC_010517","Tmem9","13:52854030-52871297","ZL","ZDF","OK",6.73845,3.9483,-0.771187,-1.50441,0.03425,0.315132,"no"
"10564","XLOC_010564","XLOC_010564","Ivns1abp","13:68702239-68725106","ZL","ZDF","OK",336.166,1188.51,1.8219,0.921468,0.00995,0.16721,"no"
"10568","XLOC_010568","XLOC_010568","Fam129a","13:68949560-69103296","ZL","ZDF","OK",4.66972,2.8362,-0.719376,-1.55756,0.02655,0.281522,"no"
"10599","XLOC_010599","XLOC_010599","AABR07021501.1","13:75059683-75068355","ZL","ZDF","OK",7.173,13.4159,0.9033,1.7006,0.0191,0.240181,"no"
"10626","XLOC_010626","XLOC_010626","Ankrd45","13:78976153-78999355","ZL","ZDF","OK",1.8298,0.918163,-0.994861,-1.35605,0.0415,0.342293,"no"
"10642","XLOC_010642","XLOC_010642","Myoc","13:80517535-80527928","ZL","ZDF","OK",1.47718,2.95145,0.99858,1.8228,0.0124,0.191408,"no"
"10661","XLOC_010661","XLOC_010661","Mpc2","13:83681321-83700213","ZL","ZDF","OK",426.751,251.634,-0.76207,-1.39222,0.0463,0.361406,"no"
"10663","XLOC_010663","XLOC_010663","Creg1","13:83972211-83984675","ZL","ZDF","OK",9.67687,3.3479,-1.53128,-2.98011,5e-05,0.00520877,"yes"
"10672","XLOC_010672","XLOC_010672","Aldh9a1","13:85580827-85597493","ZL","ZDF","OK",56.5595,27.0259,-1.06543,-1.99458,0.0051,0.112666,"no"
"10685","XLOC_010685","XLOC_010685","LOC100361087","13:88633938-88943741","ZL","ZDF","OK",1.68772,4.46523,1.40366,1.5887,0.0305,0.301991,"no"
"10696","XLOC_010696","XLOC_010696","Apoa2","13:89597137-89598802","ZL","ZDF","OK",0,0.385445,Inf,NA,0.0096,0.163834,"no"
"10739","XLOC_010739","XLOC_010739","Spta1","13:92264230-92340729","ZL","ZDF","OK",11.4839,5.49961,-1.06221,-2.01956,0.00405,0.098368,"no"
"10774","XLOC_010774","XLOC_010774","Parp1","13:98857176-98889716","ZL","ZDF","OK",35.4314,16.0939,-1.13851,-2.0418,0.0039,0.0954631,"no"
"10775","XLOC_010775","XLOC_010775","Lin9","13:98924951-98969043","ZL","ZDF","OK",1.22191,0.574744,-1.08815,-1.48438,0.0366,0.323224,"no"
"10804","XLOC_010804","XLOC_010804","AABR07021996.1","13:101936928-101974632","ZL","ZDF","OK",1.46144,2.74119,0.907409,1.76154,0.01465,0.209377,"no"
"10812","XLOC_010812","XLOC_010812","Bpnt1","13:103268067-103292854","ZL","ZDF","OK",20.9099,10.501,-0.993658,-2.04339,0.00355,0.0896926,"no"
"10818","XLOC_010818","XLOC_010818","Dusp10","13:104284659-104321455","ZL","ZDF","OK",1.86107,0.581148,-1.67916,-2.58852,0.00095,0.0425294,"yes"
"10820","XLOC_010820","XLOC_010820","AABR07022055.1","13:104660573-104679573","ZL","ZDF","OK",0.932857,2.40181,1.36439,1.6487,0.00855,0.152053,"no"
"10835","XLOC_010835","XLOC_010835","Prox1","13:108382398-108444105","ZL","ZDF","OK",5.41204,2.09806,-1.36712,-2.89824,5e-05,0.00520877,"yes"
"10839","XLOC_010839","XLOC_010839","Vash2","13:109521189-109552589","ZL","ZDF","OK",1.56,0.409273,-1.93042,-2.25492,0.0032,0.083937,"no"
"10852","XLOC_010852","XLOC_010852","Lpgat1","13:110397398-110470908","ZL","ZDF","OK",12.9708,6.85962,-0.919067,-1.72577,0.0149,0.211574,"no"
"10860","XLOC_010860","XLOC_010860","Irf6","13:111870120-111889328","ZL","ZDF","OK",0.84529,0.301112,-1.48914,-2.26646,0.00255,0.0731743,"no"
"10864","XLOC_010864","XLOC_010864","Plxna2","13:113373577-113571690","ZL","ZDF","OK",3.93186,6.56632,0.739875,1.5432,0.0303,0.301096,"no"
"10889","XLOC_010889","XLOC_010889","Bcl2","13:26600628-26770289","ZL","ZDF","OK",3.78955,2.04177,-0.892206,-1.90459,0.0082,0.149209,"no"
"10901","XLOC_010901","XLOC_010901","Cdh19","13:32344962-32469543","ZL","ZDF","OK",0.830573,2.41238,1.53828,2.94545,1e-04,0.00897184,"yes"
"10902","XLOC_010902","XLOC_010902","Tsn","13:34238479-34251942","ZL","ZDF","OK",15.036,9.46243,-0.66814,-1.40086,0.03915,0.333678,"no"
"10908","XLOC_010908","XLOC_010908","Inhbb","13:35436531-35442222","ZL","ZDF","OK",1.29287,3.55505,1.45929,2.82668,2e-04,0.014703,"yes"
"10913","XLOC_010913","XLOC_010913","Tmem177","13:35929818-35933243","ZL","ZDF","OK",4.50329,2.18589,-1.04276,-1.75844,0.0156,0.217028,"no"
"10917","XLOC_010917","XLOC_010917","Steap3","13:36256985-36296865","ZL","ZDF","OK",6.22657,3.00975,-1.04879,-2.17406,0.0033,0.085843,"no"
"10920","XLOC_010920","XLOC_010920","Insig2","13:37264815-37287458","ZL","ZDF","OK",14.9763,7.81306,-0.938719,-1.94282,0.00745,0.140928,"no"
"10950","XLOC_010950","XLOC_010950","Mapkapk2","13:47785160-47831110","ZL","ZDF","OK",163.841,70.889,-1.20866,-1.77478,0.01325,0.198804,"no"
"10952","XLOC_010952","XLOC_010952","Dyrk3","13:47905448-47916877","ZL","ZDF","OK",3.41044,1.15604,-1.56077,-2.67499,6e-04,0.0314014,"yes"
"10960","XLOC_010960","XLOC_010960","Cntn2","13:49283159-49313940","ZL","ZDF","OK",0.712391,0.266211,-1.4201,-2.37619,0.0016,0.05794,"no"
"10967","XLOC_010967","XLOC_010967","Etnk2","13:50481162-50499140","ZL","ZDF","OK",0.142498,0.465144,1.70674,1.48156,0.02105,0.252566,"no"
"10976","XLOC_010976","XLOC_010976","Adora1","13:51034255-51076852","ZL","ZDF","OK",2.16326,0.973908,-1.15135,-1.52438,0.0373,0.325741,"no"
"10977","XLOC_010977","XLOC_010977","Ppfia4","13:51134524-51183269","ZL","ZDF","OK",3.31653,1.47232,-1.17159,-1.81356,0.01255,0.19291,"no"
"10991","XLOC_010991","XLOC_010991","Shisa4","13:52193131-52197839","ZL","ZDF","OK",40.7046,15.9016,-1.35602,-2.30979,0.0011,0.0464983,"yes"
"11048","XLOC_011048","XLOC_011048","Swt1","13:68727492-68785798","ZL","ZDF","OK",3.80826,7.45996,0.970036,2.01308,0.0046,0.105988,"no"
"11101","XLOC_011101","XLOC_011101","Rn60_13_0829.4","13:77975388-78004995","ZL","ZDF","OK",1.5495,2.84743,0.877858,1.58329,0.015,0.212308,"no"
"11107","XLOC_011107","XLOC_011107","Dars2","13:78857637-78885464","ZL","ZDF","OK",8.22775,4.27686,-0.943945,-1.94153,0.00575,0.120372,"no"
"11127","XLOC_011127","XLOC_011127","AABR07021596.2","13:80544654-80550260","ZL","ZDF","OK",2.95515,5.16387,0.805219,1.43504,0.02105,0.252566,"no"
"11133","XLOC_011133","XLOC_011133","Fmo1","13:80712744-80745347","ZL","ZDF","OK",13.2421,28.8927,1.12558,2.33729,0.0012,0.0484875,"yes"
"11134","XLOC_011134","XLOC_011134","Fmo2","13:80749554-80775315","ZL","ZDF","OK",13.1417,59.8997,2.18839,2.95437,0.00025,0.0171727,"yes"
"11135","XLOC_011135","XLOC_011135","Fmo6","13:80791564-80819218","ZL","ZDF","OK",0.227168,0.830452,1.87013,1.82144,0.02685,0.283336,"no"
"11136","XLOC_011136","XLOC_011136","Fmo3","13:80837419-80862963","ZL","ZDF","OK",6.46821,15.3482,1.24663,2.62626,0.00025,0.0171727,"yes"
"11150","XLOC_011150","XLOC_011150","Atp1b1","13:82626684-82758004","ZL","ZDF","OK",127.747,41.0023,-1.63952,-2.40954,2e-04,0.014703,"yes"
"11166","XLOC_011166","XLOC_011166","Dusp27","13:84302821-84331905","ZL","ZDF","OK",13.7772,8.32548,-0.726679,-1.47402,0.03365,0.313814,"no"
"11174","XLOC_011174","XLOC_011174","Uck2","13:85376715-85443976","ZL","ZDF","OK",4.6792,1.53932,-1.60397,-2.65651,4e-04,0.0234464,"yes"
"11187","XLOC_011187","XLOC_011187","Uap1","13:88463268-88497901","ZL","ZDF","OK",16.7524,33.7776,1.0117,2.07903,0.004,0.0974767,"no"
"11198","XLOC_011198","XLOC_011198","Pcp4l1","13:89542310-89565813","ZL","ZDF","OK",48.4671,7.40395,-2.71064,-2.10904,0.0011,0.0464983,"yes"
"11199","XLOC_011199","XLOC_011199","Tomm40l","13:89586282-89595111","ZL","ZDF","OK",16.1062,5.88128,-1.45342,-1.43896,0.04805,0.367494,"no"
"11208","XLOC_011208","XLOC_011208","Slamf7","13:90056860-90075144","ZL","ZDF","OK",1.56917,0.712473,-1.13909,-1.43954,0.0409,0.340568,"no"
"11216","XLOC_011216","XLOC_011216","Atp1a2","13:90651680-90676652","ZL","ZDF","OK",50.6963,19.2195,-1.39931,-2.41689,0.0012,0.0484875,"yes"
"11217","XLOC_011217","XLOC_011217","Kcnj9","13:90703035-90710287","ZL","ZDF","OK",0.225289,0.624665,1.4713,1.48617,0.03785,0.32781,"no"
"11220","XLOC_011220","XLOC_011220","Slamf9","13:90836360-90839411","ZL","ZDF","OK",2.02779,0.875978,-1.21094,-1.73558,0.01625,0.220488,"no"
"11224","XLOC_011224","XLOC_011224","Dusp23","13:91018509-91020112","ZL","ZDF","OK",18.46,7.61486,-1.27751,-2.46484,0.00065,0.0330733,"yes"
"11244","XLOC_011244","XLOC_011244","Rgs7","13:93095199-93307199","ZL","ZDF","OK",0.448515,0.0516117,-3.11939,-2.33574,0.011,0.178181,"no"
"11300","XLOC_011300","XLOC_011300","RGD1310587","13:102780876-102790639","ZL","ZDF","OK",19.8585,33.1744,0.740312,1.51349,0.03425,0.315132,"no"
"11309","XLOC_011309","XLOC_011309","Tgfb2","13:105039672-105141688","ZL","ZDF","OK",5.14352,2.2193,-1.21265,-2.17515,0.003,0.0818151,"no"
"11318","XLOC_011318","XLOC_011318","Kcnk2","13:107690086-107886476","ZL","ZDF","OK",4.63615,0.632736,-2.87325,-4.78662,5e-05,0.00520877,"yes"
"11327","XLOC_011327","XLOC_011327","Vash2","13:109521189-109552589","ZL","ZDF","OK",5.20108,1.25647,-2.04944,-3.28749,1e-04,0.00897184,"yes"
"11347","XLOC_011347","XLOC_011347","Syt14","13:111629976-111765944","ZL","ZDF","OK",2.0468,1.07454,-0.929643,-1.94565,0.0065,0.130243,"no"
"11671","XLOC_011671","XLOC_011671","Abcg3l3","14:5963439-6104266","ZL","ZDF","OK",8.74749,17.1825,0.973995,1.87647,0.00875,0.154114,"no"
"11681","XLOC_011681","XLOC_011681","Hsd17b13","14:7113543-7128220","ZL","ZDF","OK",0.777131,2.56695,1.72383,2.42119,0.00215,0.0691935,"no"
"11685","XLOC_011685","XLOC_011685","Slc10a6","14:7581188-7684563","ZL","ZDF","OK",1.52873,4.8327,1.6605,2.51205,5e-04,0.0273396,"yes"
"11696","XLOC_011696","XLOC_011696","Coq2","14:10581135-10600566","ZL","ZDF","OK",24.5015,14.5294,-0.753894,-1.53924,0.02865,0.292333,"no"
"11698","XLOC_011698","XLOC_011698","Plac8","14:10685202-10714547","ZL","ZDF","OK",3.1392,5.79107,0.883434,1.40276,0.0473,0.364936,"no"
"11708","XLOC_011708","XLOC_011708","Rasgef1b","14:11988670-12028508","ZL","ZDF","OK",0.717885,1.35737,0.91899,1.50903,0.03485,0.317726,"no"
"11716","XLOC_011716","XLOC_011716","Paqr3","14:14107579-14124828","ZL","ZDF","OK",2.43586,1.33949,-0.862749,-1.43612,0.04605,0.360607,"no"
"11750","XLOC_011750","XLOC_011750","Grsf1","14:21039448-21057049","ZL","ZDF","OK",78.1794,44.3807,-0.816856,-1.4299,0.0482,0.367494,"no"
"11752","XLOC_011752","XLOC_011752","RGD1561381","14:21155916-21191469","ZL","ZDF","OK",82.8247,45.4203,-0.866724,-1.66092,0.026,0.278376,"no"
"11782","XLOC_011782","XLOC_011782","Tecrl","14:26662964-26737657","ZL","ZDF","OK",14.536,5.63902,-1.36612,-2.89884,2e-04,0.014703,"yes"
"11792","XLOC_011792","XLOC_011792","Hopx","14:33335394-33362551","ZL","ZDF","OK",21.5824,10.9081,-0.984454,-2.0435,0.0037,0.0923152,"no"
