"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"33541","XLOC_033541","XLOC_033541","AABR07055333.1","7:1586869-1591850","ZL","ZDF","OK",0.63273,2.41603,1.93297,1.85575,0.0158,0.217198,"no"
"34078","XLOC_034078","XLOC_034078","AABR07058174.1","7:103621707-103693164","ZL","ZDF","OK",0.226699,1.18063,2.38071,2.12949,0.01885,0.238127,"no"
"34114","XLOC_034114","XLOC_034114","Gpihbp1","7:116632439-116635526","ZL","ZDF","OK",42.7139,285.324,2.73982,5.2115,5e-05,0.00520877,"yes"
"34137","XLOC_034137","XLOC_034137","RGD1562063","7:117420787-117429504","ZL","ZDF","OK",0.128535,0.466149,1.85863,2.45917,0.0013,0.0510273,"no"
"34144","XLOC_034144","XLOC_034144","Kifc2","7:117722535-117732387","ZL","ZDF","OK",2.22117,6.31843,1.50825,2.64723,2e-04,0.014703,"yes"
"34290","XLOC_034290","XLOC_034290","Acr","7:130541939-130548356","ZL","ZDF","OK",0.561825,1.92032,1.77315,2.382,0.0011,0.0464983,"yes"
"34656","XLOC_034656","XLOC_034656","Angptl4","7:18627807-18634079","ZL","ZDF","OK",2.04949,39.3557,4.26323,7.75075,5e-05,0.00520877,"yes"
"35057","XLOC_035057","XLOC_035057","Arc","7:115907096-115913385","ZL","ZDF","OK",1.08617,7.72495,2.83027,5.06035,5e-05,0.00520877,"yes"
"35074","XLOC_035074","XLOC_035074","Ly6h","7:116605557-116607674","ZL","ZDF","OK",0.32841,2.05783,2.64755,2.37336,0.00215,0.0691935,"no"
"35123","XLOC_035123","XLOC_035123","Apol11a","7:118684958-118891710","ZL","ZDF","OK",32.0553,92.1512,1.52344,1.51737,0.00955,0.163615,"no"
"35158","XLOC_035158","XLOC_035158","Fam227a","7:120846329-120882392","ZL","ZDF","OK",0.137949,0.550918,1.99771,1.83718,0.01345,0.200166,"no"
"35191","XLOC_035191","XLOC_035191","SNORA44","7:123162410-123168720","ZL","ZDF","OK",1.22119,9.31516,2.93129,2.84363,0.00125,0.0495961,"yes"
"35341","XLOC_035341","XLOC_035341","Dhh","7:140575220-140580783","ZL","ZDF","OK",0.385411,1.11265,1.52953,2.15901,0.00415,0.0993759,"no"
"36258","XLOC_036258","XLOC_036258","RGD1562914","8:55689317-55714989","ZL","ZDF","OK",2.3354,7.48161,1.67968,2.66016,4e-04,0.0234464,"yes"
"36377","XLOC_036377","XLOC_036377","Pif1","8:71125413-71132629","ZL","ZDF","OK",0.363246,1.08463,1.57819,1.90767,0.01495,0.212147,"no"
"36906","XLOC_036906","XLOC_036906","Epor","8:22969744-22974321","ZL","ZDF","OK",0.46215,1.34977,1.54628,2.1002,0.00695,0.135794,"no"
"37061","XLOC_037061","XLOC_037061","Grik4","8:46806047-47237265","ZL","ZDF","OK",0.915056,3.63278,1.98914,1.74228,0.00135,0.0524282,"no"
"37116","XLOC_037116","XLOC_037116","Zbtb16","8:52980223-53146957","ZL","ZDF","OK",5.07968,17.9307,1.81963,3.5624,5e-05,0.00520877,"yes"
"37132","XLOC_037132","XLOC_037132","Dixdc1","8:55091234-55162421","ZL","ZDF","OK",1.05795,3.29348,1.63833,2.94813,1e-04,0.00897184,"yes"
"37145","XLOC_037145","XLOC_037145","AABR07070161.6","8:55537788-55538430","ZL","ZDF","OK",0,0.370268,Inf,NA,0.0126,0.193408,"no"
"38135","XLOC_038135","XLOC_038135","Sema6b","9:10934409-10951253","ZL","ZDF","OK",3.43679,13.7298,1.99818,3.48344,5e-05,0.00520877,"yes"
"38402","XLOC_038402","XLOC_038402","Nabp1","9:55049903-55057904","ZL","ZDF","OK",5.05743,15.291,1.5962,3.38894,5e-05,0.00520877,"yes"
"38460","XLOC_038460","XLOC_038460","Fam117b","9:66716859-66784508","ZL","ZDF","OK",6.94077,23.7168,1.77274,3.49449,5e-05,0.00520877,"yes"
"38718","XLOC_038718","XLOC_038718","Ddx11","9:114004094-114152716","ZL","ZDF","OK",3.22039,12.9723,2.01013,4.12116,5e-05,0.00520877,"yes"
"38802","XLOC_038802","XLOC_038802","AABR07066529.3","9:10802521-10806141","ZL","ZDF","OK",0.558716,1.78261,1.6738,2.54583,0.00135,0.0524282,"no"
"38883","XLOC_038883","XLOC_038883","AABR07066861.1","9:19446637-19448202","ZL","ZDF","OK",0.252083,0.749986,1.57296,1.5905,0.03745,0.326403,"no"
"39114","XLOC_039114","XLOC_039114","Myl1","9:73937822-73958480","ZL","ZDF","OK",0.778345,2.75021,1.82106,2.02484,0.0105,0.172497,"no"
"39905","XLOC_039905","XLOC_039905","Mir221","X:3678665-3685521","ZL","ZDF","OK",1.55865,5.44111,1.80361,2.29817,0.0013,0.0510273,"no"
"41105","XLOC_041105","XLOC_041105","Tcp11x2","X:106104483-106172826","ZL","ZDF","OK",8.41575,31.3047,1.89521,3.01636,5e-05,0.00520877,"yes"
