"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"7004","XLOC_007004","XLOC_007004","Ac1576","10:71278649-71359378","ZL","ZDF","OK",1.72291,3.95444,1.19863,1.23399,0.03,0.299605,"no"
"7048","XLOC_007048","XLOC_007048","Dgke","10:76382567-76408245","ZL","ZDF","OK",6.03036,13.8319,1.19769,2.35102,0.00055,0.0292018,"yes"
"7071","XLOC_007071","XLOC_007071","Luc7l3","10:81989837-82027159","ZL","ZDF","OK",27.6493,47.3686,0.776687,1.42488,0.0443,0.353837,"no"
"7074","XLOC_007074","XLOC_007074","Cacna1g","10:82128295-82197848","ZL","ZDF","OK",3.52188,6.36229,0.853201,1.73989,0.0154,0.215747,"no"
"7111","XLOC_007111","XLOC_007111","Tbx21","10:85032797-85049364","ZL","ZDF","OK",0.85755,1.87446,1.12818,1.86315,0.00985,0.166165,"no"
"7112","XLOC_007112","XLOC_007112","Tbkbp1","10:85071055-85084850","ZL","ZDF","OK",6.61093,13.3384,1.01266,2.06987,0.00455,0.1055,"no"
"7161","XLOC_007161","XLOC_007161","Krt12","10:87328548-87335823","ZL","ZDF","OK",0.228062,1.33885,2.55349,2.86359,0.00065,0.0330733,"yes"
"7198","XLOC_007198","XLOC_007198","Krt14,Krt17,Krt19","10:88055822-88163723","ZL","ZDF","OK",0.231359,0.696771,1.59055,1.49157,0.03785,0.32781,"no"
"7204","XLOC_007204","XLOC_007204","Hap1","10:88257975-88266281","ZL","ZDF","OK",0.634742,1.18273,0.897877,1.52706,0.0348,0.317534,"no"
"7215","XLOC_007215","XLOC_007215","Kat2a","10:88611585-88619537","ZL","ZDF","OK",10.679,19.0608,0.83584,1.74336,0.0166,0.222898,"no"
"7275","XLOC_007275","XLOC_007275","Arhgap27","10:91418528-91451104","ZL","ZDF","OK",4.50434,8.77542,0.962153,2.02219,0.0038,0.0938515,"no"
"7278","XLOC_007278","XLOC_007278","Gm884","10:91610626-91687743","ZL","ZDF","OK",2.1667,7.4147,1.77489,3.39778,5e-05,0.00520877,"yes"
"7292","XLOC_007292","XLOC_007292","Cyb561","10:94136921-94147556","ZL","ZDF","OK",2.65149,4.56846,0.784906,1.58367,0.024,0.268619,"no"
"7347","XLOC_007347","XLOC_007347","Cdc42ep4","10:102244672-102269323","ZL","ZDF","OK",10.1879,23.3953,1.19937,2.52682,0.00055,0.0292018,"yes"
"7397","XLOC_007397","XLOC_007397","Rnf157","10:105291163-105368242","ZL","ZDF","OK",1.36835,2.34224,0.775455,1.40407,0.0479,0.366988,"no"
"7410","XLOC_007410","XLOC_007410","Tmc6","10:106766638-106783749","ZL","ZDF","OK",8.95461,19.8387,1.14762,2.19353,0.00235,0.0711935,"no"
"7999","XLOC_007999","XLOC_007999","Map3k7cl","11:27208281-27251935","ZL","ZDF","OK",5.88943,12.5552,1.09208,2.23383,0.00225,0.0697563,"no"
"8020","XLOC_008020","XLOC_008020","Mrap","11:30904732-30915225","ZL","ZDF","OK",0.169916,1.28738,2.92155,2.38205,0.03915,0.333678,"no"
"8041","XLOC_008041","XLOC_008041","Cbr1,LOC102556347","11:33812661-33865933","ZL","ZDF","OK",5.90102,17.098,1.53479,2.91779,1e-04,0.00897184,"yes"
"8047","XLOC_008047","XLOC_008047","Cbr3","11:33909438-33917675","ZL","ZDF","OK",3.73753,7.54031,1.01254,1.95629,0.00735,0.140122,"no"
"8048","XLOC_008048","XLOC_008048","Dopey2","11:33925497-34027445","ZL","ZDF","OK",7.82379,22.3809,1.51633,2.30919,0.00125,0.0495961,"yes"
"8050","XLOC_008050","XLOC_008050","Morc3","11:34051581-34096531","ZL","ZDF","OK",13.659,26.2313,0.941441,1.8002,0.0121,0.189033,"no"
"8076","XLOC_008076","XLOC_008076","Gm4944","11:38727047-38773724","ZL","ZDF","OK",3.14643,7.02673,1.15914,2.3822,9e-04,0.0407056,"yes"
"8147","XLOC_008147","XLOC_008147","Nfkbiz","11:47243341-47271735","ZL","ZDF","OK",1.76647,3.07811,0.801176,1.52067,0.0325,0.308322,"no"
"8430","XLOC_008430","XLOC_008430","Cebpd","11:89008007-89009146","ZL","ZDF","OK",6.94485,18.086,1.38086,2.90194,5e-05,0.00520877,"yes"
"8489","XLOC_008489","XLOC_008489","Adamts1","11:25341203-25351327","ZL","ZDF","OK",8.96875,15.1046,0.752005,1.54774,0.0284,0.291543,"no"
"8530","XLOC_008530","XLOC_008530","Paxbp1","11:31184454-31214028","ZL","ZDF","OK",12.2975,24.5154,0.995323,1.7269,0.01565,0.217036,"no"
"8635","XLOC_008635","XLOC_008635","Btla","11:60524028-60547240","ZL","ZDF","OK",0.271673,0.738451,1.44263,1.73756,0.00795,0.145989,"no"
"8693","XLOC_008693","XLOC_008693","Ccdc14","11:69281475-69316848","ZL","ZDF","OK",1.39383,2.37214,0.767134,1.52188,0.03265,0.308414,"no"
"8716","XLOC_008716","XLOC_008716","Ubxn7","11:71625908-71695021","ZL","ZDF","OK",3.50164,5.9971,0.776236,1.64983,0.01895,0.238979,"no"
"8787","XLOC_008787","XLOC_008787","Chrd","11:83858482-83867203","ZL","ZDF","OK",2.67098,5.32776,0.996157,1.93659,0.00605,0.123938,"no"
"8813","XLOC_008813","XLOC_008813","Cldn5","11:86328805-86358453","ZL","ZDF","OK",28.0532,68.9656,1.29771,2.5587,3e-04,0.019395,"yes"
"9222","XLOC_009222","XLOC_009222","AABR07035107.1","12:4719073-4744835","ZL","ZDF","OK",10.239,23.709,1.21136,1.82888,0.00875,0.154114,"no"
"9293","XLOC_009293","XLOC_009293","Radil","12:14092540-14156756","ZL","ZDF","OK",2.03669,3.70111,0.861731,1.50458,0.0355,0.319675,"no"
"9354","XLOC_009354","XLOC_009354","LOC681182","12:20882343-20890965","ZL","ZDF","OK",0.101708,0.359641,1.82213,1.80323,0.0212,0.253443,"no"
"9399","XLOC_009399","XLOC_009399","AABR07035819.1","12:23596980-23624340","ZL","ZDF","OK",2.17425,77.2974,5.15183,0.172674,0.04485,0.355389,"no"
"9498","XLOC_009498","XLOC_009498","Zcchc8","12:38303623-38327174","ZL","ZDF","OK",5.73787,9.5128,0.729354,1.51472,0.03375,0.314081,"no"
"9499","XLOC_009499","XLOC_009499","Clip1","12:38345453-38452654","ZL","ZDF","OK",13.9411,25.7108,0.883028,1.61932,0.02275,0.262503,"no"
"9505","XLOC_009505","XLOC_009505","AABR07036331.2","12:38870200-38879161","ZL","ZDF","OK",3.81274,6.08367,0.674112,1.17512,0.0389,0.332579,"no"
"9536","XLOC_009536","XLOC_009536","Oas1a","12:41200717-41211909","ZL","ZDF","OK",3.44739,35.4853,3.36364,6.26932,5e-05,0.00520877,"yes"
"9586","XLOC_009586","XLOC_009586","Cabp1","12:47179663-47209854","ZL","ZDF","OK",6.78986,16.9555,1.3203,1.55418,0.02315,0.26448,"no"
"9592","XLOC_009592","XLOC_009592","Git2","12:47590142-47633228","ZL","ZDF","OK",19.7712,34.9886,0.823483,1.57801,0.0264,0.28088,"no"
"9594","XLOC_009594","XLOC_009594","Trpv4","12:47698946-47737902","ZL","ZDF","OK",1.15292,3.17717,1.46245,2.7887,0.00015,0.0121666,"yes"
"9597","XLOC_009597","XLOC_009597","Kctd10","12:47992090-48010733","ZL","ZDF","OK",22.7005,37.6448,0.729725,1.45325,0.0428,0.34844,"no"
"9707","XLOC_009707","XLOC_009707","Pan3","12:9214113-9331195","ZL","ZDF","OK",12.7964,26.2517,1.03668,1.83664,0.01015,0.169534,"no"
"9822","XLOC_009822","XLOC_009822","LOC680910","12:20480093-20486276","ZL","ZDF","OK",1.06972,2.42956,1.18346,1.64847,0.02525,0.274763,"no"
"9853","XLOC_009853","XLOC_009853","Cldn15","12:22738194-22748860","ZL","ZDF","OK",1.39648,2.98316,1.09505,1.92222,0.0074,0.140466,"no"
"9860","XLOC_009860","XLOC_009860","Rasa4","12:23596980-23624340","ZL","ZDF","OK",16.7623,39.5828,1.23965,1.90059,0.01005,0.168376,"no"
"9885","XLOC_009885","XLOC_009885","Wbscr28","12:24803685-24809844","ZL","ZDF","OK",0.384711,1.8157,2.23868,2.69922,0.00205,0.0679654,"no"
"9917","XLOC_009917","XLOC_009917","Adgrd1","12:31134802-31249512","ZL","ZDF","OK",2.19032,4.35021,0.989939,1.91674,0.00675,0.133188,"no"
"9949","XLOC_009949","XLOC_009949","Ccdc62","12:38057528-38093069","ZL","ZDF","OK",5.16015,10.6801,1.04944,2.12434,0.00305,0.0825953,"no"
"9992","XLOC_009992","XLOC_009992","Oas1k","12:41227824-41307393","ZL","ZDF","OK",4.57575,57.2795,3.64594,6.67445,5e-05,0.00520877,"yes"
"10006","XLOC_010006","XLOC_010006","Tbx3","12:42479644-42493657","ZL","ZDF","OK",2.50047,5.82257,1.21946,2.47957,0.00055,0.0292018,"yes"
"10035","XLOC_010035","XLOC_010035","Pxn","12:46797950-46845080","ZL","ZDF","OK",26.9283,56.1769,1.06085,1.83644,0.0101,0.168956,"no"
"10046","XLOC_010046","XLOC_010046","Cabp1","12:47179663-47209854","ZL","ZDF","OK",0.834905,2.24342,1.42602,1.60578,0.02695,0.283983,"no"
"10476","XLOC_010476","XLOC_010476","Nuak2","13:49092305-49109057","ZL","ZDF","OK",1.62522,3.17908,0.967977,1.87386,0.0084,0.151345,"no"
"10492","XLOC_010492","XLOC_010492","Fmod","13:50873604-50885563","ZL","ZDF","OK",1.48334,4.80572,1.6959,3.33258,5e-05,0.00520877,"yes"
"10510","XLOC_010510","XLOC_010510","Lmod1","13:52147554-52190228","ZL","ZDF","OK",1.4199,3.00844,1.08323,2.1975,0.00275,0.0773979,"no"
"10564","XLOC_010564","XLOC_010564","Ivns1abp","13:68702239-68725106","ZL","ZDF","OK",336.166,1188.51,1.8219,0.921468,0.00995,0.16721,"no"
"10599","XLOC_010599","XLOC_010599","AABR07021501.1","13:75059683-75068355","ZL","ZDF","OK",7.173,13.4159,0.9033,1.7006,0.0191,0.240181,"no"
"10642","XLOC_010642","XLOC_010642","Myoc","13:80517535-80527928","ZL","ZDF","OK",1.47718,2.95145,0.99858,1.8228,0.0124,0.191408,"no"
"10685","XLOC_010685","XLOC_010685","LOC100361087","13:88633938-88943741","ZL","ZDF","OK",1.68772,4.46523,1.40366,1.5887,0.0305,0.301991,"no"
"10696","XLOC_010696","XLOC_010696","Apoa2","13:89597137-89598802","ZL","ZDF","OK",0,0.385445,Inf,NA,0.0096,0.163834,"no"
"10804","XLOC_010804","XLOC_010804","AABR07021996.1","13:101936928-101974632","ZL","ZDF","OK",1.46144,2.74119,0.907409,1.76154,0.01465,0.209377,"no"
"10820","XLOC_010820","XLOC_010820","AABR07022055.1","13:104660573-104679573","ZL","ZDF","OK",0.932857,2.40181,1.36439,1.6487,0.00855,0.152053,"no"
"10864","XLOC_010864","XLOC_010864","Plxna2","13:113373577-113571690","ZL","ZDF","OK",3.93186,6.56632,0.739875,1.5432,0.0303,0.301096,"no"
"10901","XLOC_010901","XLOC_010901","Cdh19","13:32344962-32469543","ZL","ZDF","OK",0.830573,2.41238,1.53828,2.94545,1e-04,0.00897184,"yes"
"10908","XLOC_010908","XLOC_010908","Inhbb","13:35436531-35442222","ZL","ZDF","OK",1.29287,3.55505,1.45929,2.82668,2e-04,0.014703,"yes"
"10967","XLOC_010967","XLOC_010967","Etnk2","13:50481162-50499140","ZL","ZDF","OK",0.142498,0.465144,1.70674,1.48156,0.02105,0.252566,"no"
"11048","XLOC_011048","XLOC_011048","Swt1","13:68727492-68785798","ZL","ZDF","OK",3.80826,7.45996,0.970036,2.01308,0.0046,0.105988,"no"
"11101","XLOC_011101","XLOC_011101","Rn60_13_0829.4","13:77975388-78004995","ZL","ZDF","OK",1.5495,2.84743,0.877858,1.58329,0.015,0.212308,"no"
"11127","XLOC_011127","XLOC_011127","AABR07021596.2","13:80544654-80550260","ZL","ZDF","OK",2.95515,5.16387,0.805219,1.43504,0.02105,0.252566,"no"
"11133","XLOC_011133","XLOC_011133","Fmo1","13:80712744-80745347","ZL","ZDF","OK",13.2421,28.8927,1.12558,2.33729,0.0012,0.0484875,"yes"
"11134","XLOC_011134","XLOC_011134","Fmo2","13:80749554-80775315","ZL","ZDF","OK",13.1417,59.8997,2.18839,2.95437,0.00025,0.0171727,"yes"
"11135","XLOC_011135","XLOC_011135","Fmo6","13:80791564-80819218","ZL","ZDF","OK",0.227168,0.830452,1.87013,1.82144,0.02685,0.283336,"no"
"11136","XLOC_011136","XLOC_011136","Fmo3","13:80837419-80862963","ZL","ZDF","OK",6.46821,15.3482,1.24663,2.62626,0.00025,0.0171727,"yes"
"11187","XLOC_011187","XLOC_011187","Uap1","13:88463268-88497901","ZL","ZDF","OK",16.7524,33.7776,1.0117,2.07903,0.004,0.0974767,"no"
"11217","XLOC_011217","XLOC_011217","Kcnj9","13:90703035-90710287","ZL","ZDF","OK",0.225289,0.624665,1.4713,1.48617,0.03785,0.32781,"no"
"11300","XLOC_011300","XLOC_011300","RGD1310587","13:102780876-102790639","ZL","ZDF","OK",19.8585,33.1744,0.740312,1.51349,0.03425,0.315132,"no"
"11671","XLOC_011671","XLOC_011671","Abcg3l3","14:5963439-6104266","ZL","ZDF","OK",8.74749,17.1825,0.973995,1.87647,0.00875,0.154114,"no"
"11681","XLOC_011681","XLOC_011681","Hsd17b13","14:7113543-7128220","ZL","ZDF","OK",0.777131,2.56695,1.72383,2.42119,0.00215,0.0691935,"no"
"11685","XLOC_011685","XLOC_011685","Slc10a6","14:7581188-7684563","ZL","ZDF","OK",1.52873,4.8327,1.6605,2.51205,5e-04,0.0273396,"yes"
"11698","XLOC_011698","XLOC_011698","Plac8","14:10685202-10714547","ZL","ZDF","OK",3.1392,5.79107,0.883434,1.40276,0.0473,0.364936,"no"
"11708","XLOC_011708","XLOC_011708","Rasgef1b","14:11988670-12028508","ZL","ZDF","OK",0.717885,1.35737,0.91899,1.50903,0.03485,0.317726,"no"
"11819","XLOC_011819","XLOC_011819","Nfxl1","14:38192445-38233853","ZL","ZDF","OK",1.75443,3.05643,0.80085,1.6165,0.023,0.264002,"no"
"11934","XLOC_011934","XLOC_011934","Ldb2","14:70780622-71112552","ZL","ZDF","OK",1.12185,2.14144,0.932704,1.63283,0.02085,0.251401,"no"
"11937","XLOC_011937","XLOC_011937","Prom1","14:71533062-71637417","ZL","ZDF","OK",10.9911,26.3577,1.26189,2.2462,0.00195,0.0665574,"no"
"11953","XLOC_011953","XLOC_011953","Clnk","14:76657310-76834035","ZL","ZDF","OK",0.443464,1.27277,1.52108,2.05751,0.0052,0.113619,"no"
"11988","XLOC_011988","XLOC_011988","Mxd4","14:81819414-81833591","ZL","ZDF","OK",28.8258,48.8265,0.760302,1.13717,0.0403,0.337589,"no"
"12022","XLOC_012022","XLOC_012022","Tbc1d10a","14:84417319-84445414","ZL","ZDF","OK",9.16002,15.5336,0.761972,1.60706,0.0243,0.27045,"no"
"12023","XLOC_012023","XLOC_012023","Gatsl3","14:84447731-84452877","ZL","ZDF","OK",6.24323,23.8206,1.93185,4.01651,5e-05,0.00520877,"yes"
"12118","XLOC_012118","XLOC_012118","Fam161a","14:107785028-107798115","ZL","ZDF","OK",0.148868,0.411092,1.46543,1.40113,0.04715,0.36442,"no"
"12202","XLOC_012202","XLOC_012202","Abcg3l1","14:6435166-6541191","ZL","ZDF","OK",2.20386,4.12697,0.905049,1.65353,0.0202,0.247225,"no"
"12210","XLOC_012210","XLOC_012210","Dmp1","14:6889855-6902081","ZL","ZDF","OK",0.75653,3.04889,2.01081,3.54185,5e-05,0.00520877,"yes"
"12250","XLOC_012250","XLOC_012250","Anxa3","14:14364007-14426514","ZL","ZDF","OK",20.2139,42.171,1.0609,2.06553,0.0038,0.0938515,"no"
"12325","XLOC_012325","XLOC_012325","LOC102552732","14:22868514-22890958","ZL","ZDF","OK",24.0205,42.7921,0.833075,1.72308,0.01345,0.200166,"no"
"12383","XLOC_012383","XLOC_012383","Dcun1d4","14:37210720-37294472","ZL","ZDF","OK",3.88364,6.13238,0.659037,1.40075,0.0472,0.36442,"no"
"12400","XLOC_012400","XLOC_012400","Uchl1","14:43133217-43143973","ZL","ZDF","OK",0.555238,1.43374,1.36861,1.59964,0.0328,0.309299,"no"
"12422","XLOC_012422","XLOC_012422","Klf3","14:45142383-45173676","ZL","ZDF","OK",7.61221,12.233,0.684394,1.4233,0.0466,0.362975,"no"
"12464","XLOC_012464","XLOC_012464","Pi4k2b","14:60566611-60594844","ZL","ZDF","OK",2.57678,4.96561,0.9464,1.90147,0.00735,0.140122,"no"
"12495","XLOC_012495","XLOC_012495","Cd38","14:71714758-71754712","ZL","ZDF","OK",11.3986,21.5647,0.919812,1.85234,0.00735,0.140122,"no"
"12497","XLOC_012497","XLOC_012497","Cc2d2a","14:71894631-71979433","ZL","ZDF","OK",5.65802,9.87109,0.802913,1.59821,0.02655,0.281522,"no"
"12515","XLOC_012515","XLOC_012515","Cytl1","14:77805129-77810147","ZL","ZDF","OK",6.47016,22.2033,1.7789,3.68013,5e-05,0.00520877,"yes"
"12541","XLOC_012541","XLOC_012541","Grk4","14:81265555-81339893","ZL","ZDF","OK",1.96509,3.51728,0.839869,1.62804,0.02145,0.254723,"no"
"12554","XLOC_012554","XLOC_012554","Fgfr3","14:82272319-82287706","ZL","ZDF","OK",3.46865,14.6603,2.07947,4.2433,5e-05,0.00520877,"yes"
"12573","XLOC_012573","XLOC_012573","Slc35e4","14:84163971-84170835","ZL","ZDF","OK",6.61921,10.9337,0.724045,1.50844,0.0324,0.308305,"no"
"12635","XLOC_012635","XLOC_012635","Fignl1","14:91895908-91904433","ZL","ZDF","OK",0.390659,0.865165,1.14706,1.68283,0.0175,0.228561,"no"
"12672","XLOC_012672","XLOC_012672","AABR07016578.1","14:105123158-105141787","ZL","ZDF","OK",3.19602,8.39303,1.39292,1.20418,0.03065,0.302116,"no"
"12982","XLOC_012982","XLOC_012982","Usp54","15:4091753-4190608","ZL","ZDF","OK",9.04762,15.4918,0.775893,1.39007,0.03125,0.304075,"no"
"13041","XLOC_013041","XLOC_013041","AABR07017200.1","15:17650683-17659387","ZL","ZDF","OK",0.631759,1.66512,1.39818,1.53358,0.0359,0.321041,"no"
"13047","XLOC_013047","XLOC_013047","Fam107a","15:18399514-18415965","ZL","ZDF","OK",3.52329,17.5718,2.31826,4.86629,5e-05,0.00520877,"yes"
"13066","XLOC_013066","XLOC_013066","AABR07017268.1","15:20241965-20343725","ZL","ZDF","OK",15.5684,30.3926,0.965096,1.43742,0.0447,0.355096,"no"
"13075","XLOC_013075","XLOC_013075","Lgals3","15:24141650-24165666","ZL","ZDF","OK",22.3807,38.0157,0.764343,1.61404,0.02485,0.272705,"no"
"13109","XLOC_013109","XLOC_013109","AC114343.1,Rnase4","15:28018039-28035397","ZL","ZDF","OK",51.161,88.1373,0.784709,1.5632,0.02515,0.274217,"no"
"13240","XLOC_013240","XLOC_013240","Lrrc16b","15:34167899-34185124","ZL","ZDF","OK",3.48058,7.50632,1.10878,2.30284,0.00165,0.0590695,"no"
"13254","XLOC_013254","XLOC_013254","Nfatc4","15:34493121-34505024","ZL","ZDF","OK",3.41107,5.90126,0.790801,1.59966,0.0227,0.262201,"no"
"13310","XLOC_013310","XLOC_013310","C1qtnf9","15:41069506-41081159","ZL","ZDF","OK",26.0961,45.3976,0.798783,1.61674,0.0231,0.264184,"no"
"13363","XLOC_013363","XLOC_013363","Kif13b","15:48030972-48193069","ZL","ZDF","OK",6.67213,12.1246,0.861715,1.6442,0.02245,0.259997,"no"
"13616","XLOC_013616","XLOC_013616","Abhd6","15:18646507-18695241","ZL","ZDF","OK",4.29278,8.22282,0.93772,1.96756,0.006,0.12372,"no"
"13787","XLOC_013787","XLOC_013787","Tgm1","15:34378131-34392066","ZL","ZDF","OK",1.51442,4.60215,1.60355,2.95599,5e-05,0.00520877,"yes"
"13789","XLOC_013789","XLOC_013789","Dhrs1","15:34424015-34431325","ZL","ZDF","OK",7.69289,12.9661,0.753149,1.4627,0.04135,0.341826,"no"
"13791","XLOC_013791","XLOC_013791","Adcy4","15:34453798-34469762","ZL","ZDF","OK",9.77268,21.0628,1.10787,2.2155,0.0022,0.0693805,"no"
"13820","XLOC_013820","XLOC_013820","Cenpj","15:36745899-36809173","ZL","ZDF","OK",2.80113,4.90832,0.809219,1.6649,0.02145,0.254723,"no"
"13823","XLOC_013823","XLOC_013823","Zmym5","15:37039478-37061948","ZL","ZDF","OK",9.10791,17.9212,0.976474,1.6024,0.02405,0.268619,"no"
"13849","XLOC_013849","XLOC_013849","Phf11c,Setdb2","15:39693841-39744994","ZL","ZDF","OK",3.50947,6.1017,0.797961,1.43052,0.04,0.336101,"no"
"13868","XLOC_013868","XLOC_013868","Scara3","15:42605371-42638392","ZL","ZDF","OK",1.07183,2.00261,0.901806,1.66603,0.01995,0.245532,"no"
"13880","XLOC_013880","XLOC_013880","Dock5","15:44448975-44627765","ZL","ZDF","OK",1.15449,1.94915,0.755585,1.4669,0.04025,0.337299,"no"
"13887","XLOC_013887","XLOC_013887","Ints6","15:45834301-45947030","ZL","ZDF","OK",6.05608,10.9267,0.851402,1.75149,0.0134,0.199963,"no"
"13946","XLOC_013946","XLOC_013946","Lrch1","15:56783519-56970376","ZL","ZDF","OK",3.35456,5.74261,0.775583,1.67521,0.0173,0.227435,"no"
"13970","XLOC_013970","XLOC_013970","Dgkh","15:60791577-60966375","ZL","ZDF","OK",1.41619,2.46878,0.801784,1.71611,0.01625,0.220488,"no"
"13972","XLOC_013972","XLOC_013972","Rgcc","15:61551860-61564695","ZL","ZDF","OK",43.6856,146.071,1.74144,3.45785,5e-05,0.00520877,"yes"
"13973","XLOC_013973","XLOC_013973","Naa16","15:61597051-61655654","ZL","ZDF","OK",4.16608,8.8031,1.07932,2.22404,0.001,0.0438743,"yes"
"13988","XLOC_013988","XLOC_013988","Pcdh20","15:71772776-71779033","ZL","ZDF","OK",0.544233,1.59886,1.55474,2.80965,3e-04,0.019395,"yes"
"14022","XLOC_014022","XLOC_014022","Ednrb","15:88004772-88036872","ZL","ZDF","OK",10.9409,17.6368,0.68885,1.42135,0.0454,0.358197,"no"
"14290","XLOC_014290","XLOC_014290","Dennd6a","16:2278693-2328116","ZL","ZDF","OK",9.26121,18.9167,1.03038,2.06445,0.0031,0.0825953,"no"
"14317","XLOC_014317","XLOC_014317","Mustn1","16:6962721-6964989","ZL","ZDF","OK",6.35601,13.2986,1.06508,2.08483,0.0043,0.101197,"no"
"14324","XLOC_014324","XLOC_014324","Sema3g","16:7303566-7317286","ZL","ZDF","OK",7.39666,20.4292,1.46569,2.88474,5e-05,0.00520877,"yes"
"14330","XLOC_014330","XLOC_014330","Galnt15","16:8128067-8181012","ZL","ZDF","OK",1.95778,6.51123,1.73371,3.4294,5e-05,0.00520877,"yes"
"14386","XLOC_014386","XLOC_014386","Sh2d4b","16:17611114-17709848","ZL","ZDF","OK",0.139478,1.15975,3.05571,2.9768,0.00275,0.0773979,"no"
"14432","XLOC_014432","XLOC_014432","Arrdc2","16:20352479-20356623","ZL","ZDF","OK",4.0577,7.12994,0.813227,1.64025,0.0225,0.260164,"no"
"14500","XLOC_014500","XLOC_014500","Galnt7","16:35928743-36062734","ZL","ZDF","OK",1.65247,3.03912,0.879034,1.49535,0.03705,0.325108,"no"
"14508","XLOC_014508","XLOC_014508","Cep44","16:37177201-37199041","ZL","ZDF","OK",3.22895,5.79576,0.84393,1.43904,0.0423,0.346293,"no"
"14527","XLOC_014527","XLOC_014527","Ing2","16:47717950-47725836","ZL","ZDF","OK",2.23993,4.25855,0.926912,1.82867,0.00995,0.16721,"no"
"14642","XLOC_014642","XLOC_014642","Ddhd2","16:71090044-71120712","ZL","ZDF","OK",8.71638,17.0773,0.970276,1.9292,0.0079,0.145435,"no"
"14660","XLOC_014660","XLOC_014660","LOC100910163","16:72401886-72403179","ZL","ZDF","OK",12.6676,30.6218,1.27342,2.71612,1e-04,0.00897184,"yes"
"14675","XLOC_014675","XLOC_014675","Nek3","16:74781394-74806524","ZL","ZDF","OK",3.26636,6.11634,0.904987,1.70377,0.0171,0.226567,"no"
"14737","XLOC_014737","XLOC_014737","Lig4","16:85331807-85339502","ZL","ZDF","OK",8.81268,18.2565,1.05076,2.05794,0.00355,0.0896926,"no"
"14750","XLOC_014750","XLOC_014750","AABR07024457.1","16:442235-511926","ZL","ZDF","OK",0.992265,2.03338,1.03508,1.39635,0.0495,0.37198,"no"
"14815","XLOC_014815","XLOC_014815","Sncg","16:10722105-10727078","ZL","ZDF","OK",3.88676,7.82562,1.00964,1.73826,0.01805,0.232157,"no"
"14858","XLOC_014858","XLOC_014858","Klf2","16:19222373-19225037","ZL","ZDF","OK",15.1981,46.8873,1.6253,3.4136,5e-05,0.00520877,"yes"
"14871","XLOC_014871","XLOC_014871","Ushbp1","16:19781270-19792036","ZL","ZDF","OK",28.3773,65.1197,1.19835,2.06254,0.00615,0.12517,"no"
"14889","XLOC_014889","XLOC_014889","Pde4c","16:20440929-20460959","ZL","ZDF","OK",8.94498,16.1984,0.856696,1.61436,0.02845,0.291543,"no"
"14895","XLOC_014895","XLOC_014895","Isyna1","16:20589480-20592449","ZL","ZDF","OK",18.8025,38.024,1.01599,2.09728,0.00505,0.112125,"no"
"14907","XLOC_014907","XLOC_014907","Mef2b","16:21001205-21017310","ZL","ZDF","OK",0.333657,0.796409,1.25514,1.50449,0.0331,0.310928,"no"
"14940","XLOC_014940","XLOC_014940","Npy1r","16:24779476-24788740","ZL","ZDF","OK",0.655556,2.76579,2.0769,3.24152,5e-05,0.00520877,"yes"
"14981","XLOC_014981","XLOC_014981","AABR07025385.1","16:36244378-36274047","ZL","ZDF","OK",0.604397,1.66641,1.46318,2.15752,0.00315,0.0831214,"no"
"15051","XLOC_015051","XLOC_015051","Micu3","16:55043375-55132191","ZL","ZDF","OK",2.10027,3.43301,0.708899,1.46149,0.0372,0.325515,"no"
"15135","XLOC_015135","XLOC_015135","Plat","16:74098259-74122889","ZL","ZDF","OK",22.0968,67.6821,1.61493,3.08087,1e-04,0.00897184,"yes"
"15141","XLOC_015141","XLOC_015141","Thsd1","16:74679754-74710786","ZL","ZDF","OK",6.90705,11.0266,0.67484,1.40432,0.0471,0.36442,"no"
"15198","XLOC_015198","XLOC_015198","Proz","16:81784119-81797922","ZL","ZDF","OK",0.197427,0.445251,1.17329,1.44518,0.0368,0.323819,"no"
"15201","XLOC_015201","XLOC_015201","Mcf2l","16:81839601-81980027","ZL","ZDF","OK",15.1148,62.7962,2.05472,3.29247,1e-04,0.00897184,"yes"
"15602","XLOC_015602","XLOC_015602","Ctla2a","17:4118599-4190647","ZL","ZDF","OK",11.3141,25.3043,1.16126,1.51594,0.03675,0.323768,"no"
"15604","XLOC_015604","XLOC_015604","Testin","17:4212889-4225376","ZL","ZDF","OK",0.150734,0.558231,1.88886,1.63862,0.0399,0.335646,"no"
"15613","XLOC_015613","XLOC_015613","LOC100360333","17:5311010-5313070","ZL","ZDF","OK",0.356303,1.09729,1.62277,2.01847,0.0063,0.127397,"no"
"15653","XLOC_015653","XLOC_015653","Fam193b","17:9595760-9628602","ZL","ZDF","OK",15.7862,38.291,1.27834,2.30147,0.00285,0.0792985,"no"
"15722","XLOC_015722","XLOC_015722","AABR07027192.1","17:19054992-19062846","ZL","ZDF","OK",0.734043,1.99693,1.44385,1.78546,0.01375,0.202845,"no"
"15843","XLOC_015843","XLOC_015843","Lrrc16a","17:43050788-43339403","ZL","ZDF","OK",1.25868,2.45201,0.962056,1.89444,0.00785,0.145123,"no"
"15855","XLOC_015855","XLOC_015855","Hist1h4b","17:43673293-43674517","ZL","ZDF","OK",1.02671,3.32598,1.69574,2.17338,0.04495,0.355924,"no"
